id,result_master_id,DDH_name,from_m,to_m,Sample_Length_m,Scan_Length_m,Scan_Recovery_pct,Comp(c/s),Rayl(c/s),LT(secs),Al_pct,Al_2SE_pct,Al_mdl_pct,Si_pct,Si_2SE_pct,Si_mdl_pct,P_ppm,P_2SE_ppm,P_mdl_ppm,S_pct,S_2SE_pct,S_mdl_pct,Cl_ppm,Cl_2SE_ppm,Cl_mdl_ppm,K_pct,K_2SE_pct,K_mdl_pct,Ca_pct,Ca_2SE_pct,Ca_mdl_pct,Ti_ppm,Ti_2SE_ppm,Ti_mdl_ppm,V_ppm,V_2SE_ppm,V_mdl_ppm,Cr_ppm,Cr_2SE_ppm,Cr_mdl_ppm,Mn_ppm,Mn_2SE_ppm,Mn_mdl_ppm,Fe_pct,Fe_2SE_pct,Fe_mdl_pct,Ni_ppm,Ni_2SE_ppm,Ni_mdl_ppm,Cu_pct,Cu_2SE_pct,Cu_mdl_pct,Zn_pct,Zn_2SE_pct,Zn_mdl_pct,Ga_ppm,Ga_2SE_ppm,Ga_mdl_ppm,As_ppm,As_2SE_ppm,As_mdl_ppm,Se_ppm,Se_2SE_ppm,Se_mdl_ppm,Rb_ppm,Rb_2SE_ppm,Rb_mdl_ppm,Sr_ppm,Sr_2SE_ppm,Sr_mdl_ppm,Y_ppm,Y_2SE_ppm,Y_mdl_ppm,Zr_ppm,Zr_2SE_ppm,Zr_mdl_ppm,Nb_ppm,Nb_2SE_ppm,Nb_mdl_ppm,Mo_ppm,Mo_2SE_ppm,Mo_mdl_ppm,Ba_ppm,Ba_2SE_ppm,Ba_mdl_ppm,La_ppm,La_2SE_ppm,La_mdl_ppm,Ce_ppm,Ce_2SE_ppm,Ce_mdl_ppm,Pb_pct,Pb_2SE_pct,Pb_mdl_pct,U_ppm,U_2SE_ppm,U_mdl_ppm,minaloggerlink
69305,38,OOLDEA2,86,87,1,0.9555,95.55,1857.921,563.8498,67.97,4.7708,0.5389,0.3533,23.9755,0.5549,0.1409,866.7321,398.016,524.578,0,0.0293,0.0436,0,0,0,1.3668,0.0176,0.0037,0.7129,0.0082,0.0019,2035.3297,32.9729,9.5921,29.89,5.75,5.93,20.72,5.35,7.59,1479.2129,28.6549,6.1957,12.7449,0.0176,0.0008,16.23,1.54,1.95,0.0044,0.0004,0.0006,0.0053,0.0002,0.0003,20.11,1.51,2.12,11.42,2.57,3.7,0.0005,0.0002,0.0003,73.77,3.87,4.71,140.26,5.73,4.11,24.22,6.21,7.86,94.69,5.88,7.57,0,0,0,0,5.9,8.86,74.29,95.9,42.85,98.85,34.37,19.87,192.23,22.57,23.6,0,0.0011,0.0017,21.95,9.2,12.9,https://minalogger.com/viewer/?project=WESTERN SA STRATIGRAPHY&hole=OOLDEA2&fromDepth=86.0&toDepth=87.0
69306,38,OOLDEA2,87,88,1,0.9019,90.19,1905.008,560.1829,67.04,4.7109,0.5342,0.3507,22.3116,0.5278,0.1408,0,380.1227,512.3583,0,0.0278,0.0418,0,0,0,1.6414,0.0203,0.0035,0.6597,0.0079,0.0019,2029.3346,32.9729,9.5921,35.16,5.91,5.84,21.09,5.35,7.5,1296.441,25.5571,6.1957,10.7764,0.0155,0.0007,15.38,1.45,1.89,0.0042,0.0004,0.0006,0.0045,0.0002,0.0003,17.1,1.45,2.06,7.24,2.41,3.62,0,0.0002,0.0003,105.45,4.4,4.58,134.96,5.56,4.01,12.32,5.48,7.68,96.96,5.74,7.41,0,0,0,0,0,0,284.31,104.13,42.37,73.46,34.91,19.63,165.84,23.03,23.35,0,0.0011,0.0016,27.11,9.29,12.54,https://minalogger.com/viewer/?project=WESTERN SA STRATIGRAPHY&hole=OOLDEA2&fromDepth=87.0&toDepth=88.0
69307,38,OOLDEA2,88,89,1,0.8826,88.26,2151.756,585.0573,67.15,4.6347,0.5289,0.3565,20.8094,0.5002,0.1435,0,378.8134,518.4681,0,0.0279,0.0422,0,0,0,2.2714,0.0262,0.0035,0.5211,0.0068,0.0019,1568.3129,26.9779,9.5921,31.49,5.75,5.9,25.24,5.42,7.58,1115.2181,22.4593,6.1957,9.2273,0.0138,0.0007,15.04,1.45,1.84,0.0047,0.0004,0.0006,0.005,0.0002,0.0003,16.34,1.45,2.03,6.11,2.41,3.58,0.0004,0.0002,0.0003,162.57,5.48,4.56,146.43,5.91,4.01,0,5.26,7.66,100.83,5.88,7.42,0,5.41,8.24,0,0,0,629.41,123.99,42.34,33.09,32.37,19.69,167.98,22.8,23.47,0.0021,0.001,0.0016,34.11,9.71,12.53,https://minalogger.com/viewer/?project=WESTERN SA STRATIGRAPHY&hole=OOLDEA2&fromDepth=88.0&toDepth=89.0
69308,38,OOLDEA2,89,90,1,0.8987,89.87,1854.179,573.4217,67.17,4.7977,0.5387,0.3462,22.7755,0.5341,0.14,0,380.5591,514.1039,0,0.0274,0.0417,0,0,0,2.0574,0.0242,0.0034,0.4529,0.0061,0.0019,2395.0345,37.1695,9.5921,42.36,6.23,5.8,27.8,5.42,7.44,989.756,20.1359,6.1957,9.5362,0.0141,0.0007,16.15,1.45,1.8,0.0042,0.0004,0.0005,0.0051,0.0002,0.0003,16.78,1.45,1.97,8.37,2.41,3.5,0.0004,0.0002,0.0003,140.88,4.94,4.4,121.07,5.12,3.85,0,5.16,7.35,118.99,6.01,7.12,0,0,0,0,5.7,8.54,375.5,116.97,41.4,97.46,37.7,19.27,178.65,24.32,23.02,0,0.001,0.0015,27.19,9.2,12.03,https://minalogger.com/viewer/?project=WESTERN SA STRATIGRAPHY&hole=OOLDEA2&fromDepth=89.0&toDepth=90.0
69309,38,OOLDEA2,90,91,1,0.9168,91.68,1684.782,527.3564,68.21,4.677,0.5316,0.351,20.6151,0.4975,0.1407,903.3915,382.7412,504.5027,0,0.0288,0.0417,0,0,0,1.7717,0.0214,0.0035,0.864,0.0094,0.0019,1603.6839,27.5774,9.5921,25.41,5.59,5.86,28.25,5.42,7.49,1075.7208,21.6848,6.1957,12.2045,0.0171,0.0007,14.69,1.54,1.95,0.0052,0.0004,0.0006,0.0046,0.0002,0.0003,14.2,1.51,2.13,15.61,2.57,3.72,0,0.0002,0.0003,134.01,5.05,4.71,191.42,7.3,4.11,11.06,5.58,7.91,97.36,5.88,7.58,0,0,0,0,6,8.7,359.15,99.74,42.41,62.43,31.7,19.66,178.58,21.73,23.4,0,0.0011,0.0016,33.18,9.8,12.88,https://minalogger.com/viewer/?project=WESTERN SA STRATIGRAPHY&hole=OOLDEA2&fromDepth=90.0&toDepth=91.0
69310,38,OOLDEA2,91,92,1,0.8657,86.57,1838.896,555.0046,65.69,4.7578,0.5476,0.3698,20.4289,0.5008,0.1498,0,380.5591,525.0145,0,0.029,0.0432,0,0,0,1.6524,0.0204,0.0036,0.6264,0.0076,0.0019,1497.571,26.3784,9.5921,16.94,5.43,5.91,19.21,5.35,7.57,1112.1203,22.4593,6.1957,12.6946,0.0177,0.0008,16.66,1.62,2.03,0.0054,0.0004,0.0006,0.0057,0.0003,0.0003,18.35,1.57,2.22,11.42,2.73,3.92,0,0.0002,0.0003,129.82,5.05,4.94,151.38,6.17,4.32,0,5.69,8.27,79.6,5.88,7.98,0,0,0,0,6.3,9.45,140.45,86.69,42.79,74.07,30.85,19.79,183.3,21.2,23.63,0,0.0011,0.0017,31.58,10.13,13.51,https://minalogger.com/viewer/?project=WESTERN SA STRATIGRAPHY&hole=OOLDEA2&fromDepth=91.0&toDepth=92.0
69311,38,OOLDEA2,92,93,1,0.7105,71.05,2055.607,563.5292,57.53,4.2489,0.5135,0.3767,22.4024,0.5457,0.1498,0,412.4178,560.801,0,0.0303,0.0459,0,0,0,1.3857,0.0185,0.0037,0.5408,0.0072,0.002,1751.7624,30.5749,10.1916,22.06,5.59,6.02,15.44,5.42,7.83,753.5467,16.2636,6.9701,9.8521,0.0149,0.0008,18.45,1.54,1.93,0.0104,0.0005,0.0006,0.0051,0.0002,0.0003,14.39,1.51,2.13,9.49,2.57,3.71,0.0004,0.0002,0.0003,98.36,4.4,4.75,111.6,5.04,4.17,8.21,5.48,7.99,93.08,6.01,7.72,0,5.59,8.54,0,0,0,0,96.45,43.37,58.55,34.67,20.25,145.18,22.57,24.03,0,0.0011,0.0017,26.43,9.63,13.03,https://minalogger.com/viewer/?project=WESTERN SA STRATIGRAPHY&hole=OOLDEA2&fromDepth=92.0&toDepth=93.0
69312,38,OOLDEA2,93,94,1,0.9021,90.21,2092.248,588.7541,68.55,4.741,0.5326,0.3459,20.4902,0.4912,0.14,0,370.085,500.5749,0,0.0267,0.0404,0,0,0,2.7045,0.0302,0.0033,0.5718,0.0072,0.0019,1935.8113,31.1744,9.5921,39.32,6.23,5.8,25.91,5.42,7.43,581.6172,13.1658,6.1957,8.3312,0.0127,0.0007,16.66,1.45,1.78,0.0055,0.0004,0.0005,0.0039,0.0002,0.0003,17.41,1.45,1.97,3.54,2.41,3.5,0.0004,0.0002,0.0003,196.83,6.12,4.43,163.02,6.34,3.9,0,5.16,7.57,141.3,6.41,7.2,0,0,0,0,0,0,926.34,162.07,41.42,54.91,35.58,19.36,202.29,24.55,23,0.0028,0.001,0.0015,31.83,9.71,12.17,https://minalogger.com/viewer/?project=WESTERN SA STRATIGRAPHY&hole=OOLDEA2&fromDepth=93.0&toDepth=94.0
69313,38,OOLDEA2,94,95,1,0.7196,71.96,1866.893,527.2411,59.21,4.4271,0.5283,0.3778,19.8886,0.5013,0.1506,0,393.2153,538.1071,0,0.0287,0.0435,0,0,0,1.3338,0.0178,0.0037,0.6926,0.0084,0.002,1872.863,31.7739,9.5921,35.64,5.91,6,25.24,5.5,7.73,1061.7805,21.6848,6.9701,10.5472,0.0156,0.0008,15.21,1.54,2,0.0042,0.0004,0.0006,0.0045,0.0002,0.0003,20.55,1.57,2.18,3.86,2.57,3.85,0,0.0002,0.0003,89.66,4.3,4.86,100.92,4.78,4.25,13.27,5.79,8.16,124.47,6.54,7.84,0,5.68,8.59,0,0,0,0,98.1,43.18,77.52,35.21,20.07,149.22,23.18,23.88,0,0.0011,0.0017,26.26,9.71,13.28,https://minalogger.com/viewer/?project=WESTERN SA STRATIGRAPHY&hole=OOLDEA2&fromDepth=94.0&toDepth=95.0
69314,38,OOLDEA2,95,96,1,0.8131,81.31,2014.927,592.8172,66.18,5.3252,0.5834,0.355,24.5506,0.5672,0.1436,0,391.4696,525.4509,0,0.0292,0.043,0,0,0,3.1974,0.035,0.0037,0.7569,0.0088,0.0021,2818.2871,42.5651,10.7911,54.51,7.35,6.5,25.54,6.03,8.36,998.2751,20.1359,6.9701,10.5018,0.0153,0.0008,19.22,1.62,1.97,0.0053,0.0004,0.0006,0.0044,0.0002,0.0003,19.04,1.51,2.14,5.47,2.57,3.82,0.0006,0.0002,0.0003,205.42,6.44,4.68,142,5.82,4.1,0,5.48,7.84,150.11,6.81,7.55,0,5.41,8.57,0,6,8.88,886.73,171.18,46.38,97.82,42.67,21.63,224.86,28.36,25.77,0.0018,0.0011,0.0017,32.68,10.3,12.83,https://minalogger.com/viewer/?project=WESTERN SA STRATIGRAPHY&hole=OOLDEA2&fromDepth=95.0&toDepth=96.0
69315,38,OOLDEA2,96,97,1,0.7999,79.99,1753.131,537.8668,65.86,5.2785,0.5929,0.3766,23.2417,0.5534,0.1525,0,392.3425,543.7806,0,0.029,0.0439,0,0,0,1.8591,0.0224,0.0037,0.8829,0.0096,0.0021,2134.848,34.172,10.1916,30.37,6.07,6.24,22.82,5.65,7.97,2116.591,39.4973,6.9701,13.1316,0.0182,0.0008,19.48,1.62,2.02,0.0053,0.0004,0.0006,0.0054,0.0003,0.0003,17.66,1.57,2.16,7.4,2.57,3.82,0.0007,0.0002,0.0003,108.02,4.62,4.79,100.05,4.69,4.19,10.53,5.58,7.97,101.36,6.01,7.7,0,5.5,8.35,0,0,0,210.13,104.35,45.38,101.58,36.24,20.96,183.53,23.87,24.92,0,0.0011,0.0017,21.95,9.71,13.14,https://minalogger.com/viewer/?project=WESTERN SA STRATIGRAPHY&hole=OOLDEA2&fromDepth=96.0&toDepth=97.0
69316,38,OOLDEA2,97,98,1,0.8258,82.58,1947.809,577.5005,63.44,5.2587,0.5848,0.3654,23.395,0.5531,0.148,0,400.1981,536.3614,0,0.0294,0.0439,0,0,0,2.7677,0.0312,0.0037,0.6903,0.0083,0.0021,2040.1257,33.5724,10.7911,38.04,6.71,6.64,12.43,6.03,8.56,2667.2299,49.5652,6.9701,10.9394,0.0159,0.0008,17.94,1.62,2.01,0.0069,0.0005,0.0006,0.0042,0.0002,0.0003,20.17,1.57,2.19,7.08,2.57,3.87,0.0006,0.0002,0.0003,173.2,5.91,4.86,169.7,6.69,4.26,0,5.58,8.2,104.7,6.14,7.84,0,0,0,0,6.2,9,963.76,170.08,47.76,50.79,38.18,22.29,221.66,26.76,26.54,0,0.0011,0.0017,33.1,10.39,13.34,https://minalogger.com/viewer/?project=WESTERN SA STRATIGRAPHY&hole=OOLDEA2&fromDepth=97.0&toDepth=98.0
69317,38,OOLDEA2,98,99,1,0.8524,85.24,1803.373,558.1299,61.26,5.2783,0.5977,0.3856,22.3525,0.5458,0.158,773.338,414.5999,554.6911,0,0.0304,0.0462,0,0,0,1.7069,0.0213,0.004,0.7102,0.0084,0.0022,2013.7474,33.5724,10.7911,32.77,6.39,6.58,13.56,5.95,8.41,3075.3687,56.5354,6.9701,14.3365,0.0198,0.0008,16.32,1.71,2.2,0.0058,0.0005,0.0007,0.005,0.0003,0.0003,20.11,1.7,2.37,6.27,2.73,4.17,0.0005,0.0002,0.0004,98.68,4.72,5.27,171.18,6.95,4.59,12.95,6.11,8.81,74.52,6.14,8.44,0,6.06,9.46,0,6.6,9.79,228.02,105.34,47.95,82.13,36.61,22.15,231.11,24.7,26.28,0,0,0,26.77,10.47,14.39,https://minalogger.com/viewer/?project=WESTERN SA STRATIGRAPHY&hole=OOLDEA2&fromDepth=98.0&toDepth=99.0
69318,38,OOLDEA2,99,100,1,0.8661,86.61,1734.48,554.3693,61.5,5.0868,0.5876,0.402,24.6606,0.586,0.1599,1557.5865,446.0223,577.385,0,0.0323,0.0487,0,0,0,1.7176,0.0213,0.0042,0.8587,0.0096,0.0023,1824.3028,31.1744,11.3907,24.78,6.39,6.85,21.47,6.18,8.7,2177.7731,41.0462,7.7446,18.5413,0.0244,0.0008,18.45,1.88,2.43,0.006,0.0005,0.0007,0.005,0.0003,0.0003,19.99,1.82,2.59,10.62,3.06,4.52,0,0.0003,0.0004,104.27,5.05,5.66,163.63,6.77,4.92,23.9,7.06,9.38,99.76,6.81,9.01,0,6.52,9.83,0,0,0,166.79,98.87,49.99,97.89,35.28,23.09,295.24,24.78,27.38,0,0.0013,0.002,27.7,11.23,15.49,https://minalogger.com/viewer/?project=WESTERN SA STRATIGRAPHY&hole=OOLDEA2&fromDepth=99.0&toDepth=100.0
69319,38,OOLDEA2,100,101,1,0.9446,94.46,1718.3,532.2963,67.2,4.5349,0.5268,0.3645,20.3182,0.4953,0.1462,889.8624,388.4147,515.8496,0,0.0288,0.0434,0,0,0,1.2381,0.0163,0.0037,0.7401,0.0084,0.002,1579.7036,26.9779,10.1916,19.98,5.43,5.93,10.85,5.27,7.6,1921.4278,36.3995,6.9701,14.4908,0.0196,0.0008,14.78,1.62,2.09,0.0062,0.0005,0.0006,0.0046,0.0002,0.0003,15.08,1.57,2.25,6.44,2.73,3.93,0.0006,0.0002,0.0004,84.08,4.3,5.03,163.97,6.6,4.39,17.69,6.11,8.39,63.84,5.88,8.1,0,5.87,8.9,0,6.3,9.46,159.33,87.78,43.47,71.82,31.03,20.03,186.66,21.35,23.81,0,0.0012,0.0018,28.37,9.96,13.79,https://minalogger.com/viewer/?project=WESTERN SA STRATIGRAPHY&hole=OOLDEA2&fromDepth=100.0&toDepth=101.0
69320,38,OOLDEA2,101,102,1,0.8458,84.58,1557.594,521.7944,62.62,5.2449,0.5976,0.3906,21.7605,0.5348,0.1565,4649.1929,494.465,545.0898,0,0.0306,0.0458,0,0,0,1.4929,0.0191,0.0042,1.3935,0.0137,0.0023,1960.3912,32.9729,11.3907,20.62,6.23,6.86,9.04,6.1,8.73,3663.9561,66.6033,7.7446,16.911,0.0226,0.0008,11.53,1.71,2.34,0.0066,0.0005,0.0007,0.0048,0.0003,0.0003,13.7,1.76,2.5,8.37,2.9,4.36,0,0.0003,0.0004,83.33,4.51,5.48,156.07,6.51,4.74,85.61,13.37,9.02,79.6,6.41,8.66,0,0,0,0,6.7,10.12,116.97,100.51,50.56,89.95,36.18,23.15,270.99,24.78,27.4,0,0.0013,0.0018,0,10.64,14.89,https://minalogger.com/viewer/?project=WESTERN SA STRATIGRAPHY&hole=OOLDEA2&fromDepth=101.0&toDepth=102.0
69321,38,OOLDEA2,102,103,1,0.8054,80.54,1958.428,575.8677,60.78,3.762,0.5014,0.439,23.7484,0.5697,0.1642,0,0,0,0,0.0302,0.0462,0,0,0,1.9157,0.0233,0.0039,0.5681,0.0074,0.0022,2479.5651,38.968,11.3907,41.72,7.03,6.8,10.24,6.18,8.76,4033.3721,72.799,7.7446,13.0424,0.0184,0.0008,17.43,1.71,2.21,0.0052,0.0005,0.0007,0.0051,0.0003,0.0003,21.49,1.7,2.38,12.71,2.9,4.21,0.0006,0.0003,0.0004,108.13,4.83,5.28,141.48,5.99,4.62,10.53,6.11,8.82,98.43,6.54,8.53,0,6.15,10.06,0,6.7,10.35,530.22,134.2,49.36,83.7,40.79,22.8,234.32,27.07,27.23,0,0.0012,0.0019,32,10.64,14.46,https://minalogger.com/viewer/?project=WESTERN SA STRATIGRAPHY&hole=OOLDEA2&fromDepth=102.0&toDepth=103.0
69322,38,OOLDEA2,103,104,1,0.9429,94.29,1747.866,552.5446,68.44,3.0998,0.4461,0.4307,20.9619,0.5082,0.1576,0,0,0,0,0.0281,0.0429,0,0,0,1.2744,0.0166,0.0037,0.7395,0.0084,0.002,1540.7356,26.9779,10.1916,16.94,5.43,6,12.35,5.35,7.72,4566.1985,81.318,6.9701,13.0746,0.018,0.0008,13.84,1.54,2.06,0.0049,0.0004,0.0006,0.005,0.0002,0.0003,15.84,1.57,2.24,11.42,2.73,3.97,0.0004,0.0002,0.0003,88.91,4.3,5.01,159.28,6.43,4.38,15.69,6,8.39,98.69,6.28,8.08,0,0,0,0,6.3,9.44,122.24,85.48,44.4,57.94,30.73,20.34,205.72,21.27,24.06,0,0.0012,0.0017,27.19,9.88,13.73,https://minalogger.com/viewer/?project=WESTERN SA STRATIGRAPHY&hole=OOLDEA2&fromDepth=103.0&toDepth=104.0
69323,38,OOLDEA2,104,105,1,0.9199,91.99,1859.646,563.0319,70.03,4.4008,0.5087,0.3539,22.0592,0.5181,0.1412,0,374.8856,511.9218,0,0.0281,0.0417,0,0,0,1.5434,0.0191,0.0035,0.698,0.008,0.0019,1772.1456,29.3759,9.5921,29.57,5.75,5.86,17.55,5.27,7.5,2604.4989,48.0163,6.1957,10.9845,0.0155,0.0007,16.23,1.45,1.86,0.0053,0.0004,0.0006,0.0051,0.0002,0.0003,16.84,1.45,2.02,8.69,2.41,3.6,0.0005,0.0002,0.0003,111.68,4.51,4.54,136.35,5.56,3.97,8.85,5.26,7.64,83.07,5.61,7.34,0,0,0,0,5.8,8.77,455.27,109.4,42.68,61.94,32.67,19.67,182.39,22.34,23.4,0,0.001,0.0016,28.03,9.2,12.42,https://minalogger.com/viewer/?project=WESTERN SA STRATIGRAPHY&hole=OOLDEA2&fromDepth=104.0&toDepth=105.0
69324,38,OOLDEA2,105,106,1,0.8485,84.85,1773.911,558.9514,66.73,4.2632,0.5032,0.3616,20.4221,0.4959,0.144,0,374.0128,516.7225,0,0.0276,0.0419,0,0,0,1.7603,0.0214,0.0035,0.5922,0.0073,0.002,1681.6199,28.7764,9.5921,24.46,5.59,5.89,0,5.27,7.58,3392.8961,61.1821,6.1957,10.0904,0.0147,0.0007,13.41,1.45,1.87,0.0047,0.0004,0.0006,0.0041,0.0002,0.0003,17.54,1.45,2.04,9.17,2.41,3.63,0.0004,0.0002,0.0003,132.18,4.94,4.59,130.28,5.47,4.03,0,5.26,7.66,86.67,5.74,7.46,0,0,0,0,5.9,9.92,341.04,100.84,43.18,47.28,32.67,19.92,174.99,22.04,23.57,0,0.0011,0.0016,33.61,9.54,12.57,https://minalogger.com/viewer/?project=WESTERN SA STRATIGRAPHY&hole=OOLDEA2&fromDepth=105.0&toDepth=106.0
69325,38,OOLDEA2,106,107,1,0.7885,78.85,2105.896,576.4308,64.46,4.6275,0.5296,0.3562,21.1929,0.5099,0.1436,0,384.9233,521.9595,0,0,0,0,0,0,1.9738,0.0236,0.0035,0.3916,0.0057,0.0019,1759.556,29.9754,9.5921,34.05,5.91,5.99,14.61,5.42,7.76,2282.3248,42.5951,6.1957,8.7977,0.0134,0.0007,16.15,1.45,1.82,0.0047,0.0004,0.0005,0.0042,0.0002,0.0003,18.1,1.45,2.01,3.54,2.41,3.54,0.0004,0.0002,0.0003,132.08,4.83,4.5,117.25,5.04,3.96,0,0,0,95.49,5.74,7.34,0,5.31,7.86,0,0,0,555.01,120.92,42.77,30.06,34.24,19.92,178.81,23.41,23.86,0.0024,0.001,0.0016,33.78,9.37,12.37,https://minalogger.com/viewer/?project=WESTERN SA STRATIGRAPHY&hole=OOLDEA2&fromDepth=106.0&toDepth=107.0
69326,38,OOLDEA2,107,108,1,0.5824,58.24,1544.213,505.0529,52.26,4.6614,0.5737,0.4158,20.7456,0.5415,0.1695,776.393,439.9124,592.2233,0,0,0,0,0,0,1.468,0.0198,0.0041,0.4146,0.0064,0.0023,1758.357,31.7739,11.3907,19.18,6.23,6.82,12.35,6.1,8.74,4603.3724,82.8669,7.7446,12.7823,0.0187,0.0008,26.74,1.96,2.25,0.0271,0.0007,0.0007,0.0041,0.0003,0.0003,11.94,1.7,2.42,8.04,2.9,4.22,0,0.0002,0.0004,73.88,4.4,5.31,97.27,4.86,4.64,21.69,6.63,8.83,59.7,6.01,8.48,0,0,0,0,6.6,9.93,108.41,102.38,50.04,71.4,36.85,22.96,200.54,24.78,27.22,0,0.0012,0.0018,0,10.39,14.53,https://minalogger.com/viewer/?project=WESTERN SA STRATIGRAPHY&hole=OOLDEA2&fromDepth=107.0&toDepth=108.0
69327,38,OOLDEA2,108,109,1,0.6198,61.98,1783.938,546.4383,50.77,3.2409,0.5075,0.5123,23.2352,0.5908,0.1864,0,0,0,0,0.0336,0.0513,0,0,0,1.9841,0.0249,0.0044,0.685,0.0088,0.0024,2345.2753,38.968,12.5897,38.04,7.51,7.52,26.59,6.86,9.64,3437.0402,63.5055,8.519,14.3927,0.0208,0.0009,21.19,1.96,2.51,0.0067,0.0006,0.0007,0.0051,0.0003,0.0003,19.48,1.95,2.7,8.04,3.22,4.75,0,0.0003,0.0004,111.78,5.37,5.98,148.43,6.51,5.2,14.64,6.95,9.96,99.9,7.21,9.57,0,6.9,10.48,0,7.5,11.43,468,136.07,54.5,77.1,43.64,25.16,252.16,29.05,30.04,0,0.0014,0.0021,24.32,11.99,16.36,https://minalogger.com/viewer/?project=WESTERN SA STRATIGRAPHY&hole=OOLDEA2&fromDepth=108.0&toDepth=109.0
69328,38,OOLDEA2,109,110,1,0.8687,86.87,1871.386,554.1257,64.83,4.2457,0.5209,0.4023,22.1932,0.5361,0.1559,0,397.5795,553.8182,0,0.0288,0.0432,0,0,0,2.0976,0.0247,0.0037,0.817,0.0092,0.0021,2209.187,35.371,10.7911,31.49,6.39,6.39,16.95,5.8,8.21,2701.306,49.5652,6.9701,12.0123,0.0171,0.0008,18.37,1.62,2.05,0.0083,0.0005,0.0006,0.0056,0.0003,0.0003,19.04,1.57,2.23,10.14,2.73,3.93,0.0004,0.0002,0.0003,127.25,4.94,4.92,159.89,6.43,4.3,14.32,5.9,8.25,87.34,6.01,7.91,0,0,0,0,0,0,571.8,130.91,46.55,55.34,37.94,21.57,205.8,25.24,25.57,0,0.0011,0.0017,35.21,10.13,13.46,https://minalogger.com/viewer/?project=WESTERN SA STRATIGRAPHY&hole=OOLDEA2&fromDepth=109.0&toDepth=110.0
69329,38,OOLDEA2,110,111,1,0.9337,93.37,1498.539,538.202,67.07,5.1487,0.5779,0.3705,23.0004,0.5454,0.149,1511.3259,416.3456,535.925,0,0.0308,0.0452,0,0,0,1.0224,0.0143,0.004,0.8963,0.0096,0.0021,1978.3764,32.3734,10.7911,18.7,5.91,6.4,12.66,5.65,8.16,3011.8633,54.9864,6.9701,17.1613,0.0225,0.0008,13.58,1.62,2.22,0.0058,0.0005,0.0007,0.0055,0.0003,0.0003,17.22,1.7,2.38,9.33,2.9,4.14,0.0006,0.0002,0.0004,34.58,3.76,5.22,178.56,7.12,4.54,25.06,6.74,8.67,58.36,5.88,8.32,0,0,0,0,6.5,9.72,0,0,0,106.07,34.18,21.56,229.44,23.1,25.58,0,0,0,19.76,9.8,14.26,https://minalogger.com/viewer/?project=WESTERN SA STRATIGRAPHY&hole=OOLDEA2&fromDepth=110.0&toDepth=111.0
69330,38,OOLDEA2,111,112,1,0.7575,75.75,1592.121,525.8518,59.6,5.4095,0.6162,0.4018,21.6499,0.5395,0.1639,0,415.9092,565.6016,0,0.0321,0.047,0,0,0,1.4274,0.0187,0.0042,0.8327,0.0095,0.0023,2457.9828,38.968,11.3907,30.21,6.71,6.89,24.03,6.25,8.84,4705.6007,84.4158,7.7446,15.4378,0.0211,0.0008,16.4,1.79,2.35,0.0052,0.0005,0.0007,0.0065,0.0003,0.0003,19.99,1.82,2.51,10.78,3.06,4.4,0,0.0003,0.0004,42.09,3.97,5.49,171.09,6.95,4.76,25.17,6.95,9.08,95.76,6.68,8.75,0,0,0,0,6.9,10.15,147.92,113.35,50.76,99.28,40.25,23.32,241.48,26.31,27.69,0,0.0013,0.0019,24.49,10.3,14.98,https://minalogger.com/viewer/?project=WESTERN SA STRATIGRAPHY&hole=OOLDEA2&fromDepth=111.0&toDepth=112.0
69331,38,OOLDEA2,112,113,1,0.9678,96.78,1737.589,538.5401,69.44,5.3575,0.5901,0.3585,18.6765,0.4674,0.149,678.1982,370.085,501.0113,0,0.0279,0.0423,0,0,0,1.2541,0.0163,0.0037,0.7948,0.0087,0.002,2779.9186,41.3661,10.1916,40.28,6.39,6.04,40.08,5.8,7.7,2788.0452,51.1142,6.9701,14.5523,0.0196,0.0008,12.3,1.54,2.12,0.0044,0.0004,0.0006,0.0056,0.0003,0.0003,15.21,1.57,2.26,8.53,2.73,3.93,0,0.0002,0.0004,68.51,4.08,5.01,130.28,5.56,4.36,18.43,6.11,8.35,114.72,6.54,8.07,9.13,5.96,8.89,0,0,0,0,0,0,140.13,38.73,20.46,211.75,24.55,24.19,0,0.0012,0.0018,23.98,9.71,13.72,https://minalogger.com/viewer/?project=WESTERN SA STRATIGRAPHY&hole=OOLDEA2&fromDepth=112.0&toDepth=113.0
69332,38,OOLDEA2,113,114,1,0.9126,91.26,1842.47,612.8369,69.86,5.7901,0.6155,0.3404,20.7523,0.4963,0.1409,0,363.5387,494.9014,0,0.0267,0.0404,0,0,0,2.092,0.0243,0.0037,1.6894,0.0157,0.0021,3411.8,49.1597,10.1916,74.01,7.83,6.21,50.02,6.25,7.95,2176.9986,40.2718,6.9701,8.6889,0.0131,0.0008,24.52,1.62,1.84,0.0036,0.0004,0.0006,0.0062,0.0003,0.0003,17.91,1.45,2,3.7,2.25,3.51,0.0005,0.0002,0.0003,109.74,4.4,4.37,125.24,5.21,3.84,7.9,5.05,7.36,96.96,5.61,7.1,0,0,0,0,0,0,976.27,185.99,45.47,99.4,45.15,21.03,136.49,29.74,24.91,0,0.001,0.0015,29.13,8.95,12,https://minalogger.com/viewer/?project=WESTERN SA STRATIGRAPHY&hole=OOLDEA2&fromDepth=113.0&toDepth=114.0
